file_path,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,prob_class_12,prob_class_13,prob_class_14,prob_class_15,prob_class_16,prob_class_17,prob_class_18,prob_class_19,prob_class_20,prob_class_21,prob_class_22,prob_class_23,prob_class_24,prob_class_25,prob_class_26,prob_class_27,prob_class_28,prob_class_29,prob_class_30,prob_class_31,prob_class_32,prob_class_33,prob_class_34,prob_class_35,prob_class_36,prob_class_37,prob_class_38,prob_class_39,prob_class_40,prob_class_41,prob_class_42,prob_class_43,prob_class_44,prob_class_45,prob_class_46,prob_class_47,prob_class_48,prob_class_49,true_label,predicted_label,correct
./data/fbank_16k/2-100648-A-43.pt,0.00020227865,0.00011394376,0.00016572762,0.0017446636,0.00011468081,0.0003768685,0.00015380523,0.00025511644,0.000268786,0.00019843472,0.00015290827,9.017082e-05,0.00024503982,0.0001178772,0.00016630898,6.694155e-05,6.165851e-05,9.866345e-05,0.00019406163,0.00016419674,0.0003153574,7.5249845e-05,0.00013296536,0.00027726032,0.00022864716,6.9098394e-05,0.0003764644,8.569993e-05,0.00020516118,7.162457e-05,0.00012402555,0.00024131306,0.00024829595,0.0001341787,9.416436e-05,0.00020992091,0.00021375177,0.00048347862,3.4074288e-05,0.00018596313,0.0024968365,0.001043809,0.0013966229,0.98353344,0.0006923415,0.0007167821,0.00016717036,0.00080489716,0.00015331466,0.0002358764,/m/07rwj43,/m/07rwj43,True
./data/fbank_16k/2-100786-A-1.pt,0.00017976984,0.9949464,0.000103779894,0.00016375366,4.702138e-05,7.908692e-05,0.0008183561,6.47635e-05,4.007311e-05,8.904491e-05,2.1377544e-05,5.6573244e-05,4.5671062e-05,8.525636e-05,0.00015381517,7.1793605e-05,3.419626e-05,5.38056e-05,0.0001756482,5.8932987e-05,0.00022560729,2.3100907e-05,4.2954878e-05,2.3294751e-05,7.570033e-05,2.5667025e-05,0.00019267187,2.7997827e-05,2.6021593e-05,4.7140504e-05,0.00013634353,5.280593e-05,0.00013387419,0.0001277919,0.00012924735,1.5493279e-05,0.00015360599,0.00014925218,1.9601708e-05,0.00021961135,3.8826784e-05,7.841417e-05,0.00037152003,7.383765e-05,4.2559714e-05,5.540996e-05,4.8145324e-05,2.1505119e-05,0.00011461704,1.826514e-05,/m/07rwj01,/m/07rwj01,True
./data/fbank_16k/2-101676-A-10.pt,4.0361963e-05,5.321325e-05,0.00012295828,9.534748e-05,0.0001883744,0.00012260994,0.00010917619,0.00019834463,0.00026323448,0.0002309973,0.9902136,0.00018513264,0.0014552233,0.00017665178,0.0001685308,0.00030255396,0.00012738064,0.0002962152,0.00020667621,4.269697e-05,0.0002473557,0.00010912457,0.0008211468,6.318049e-05,0.00010393135,0.00017795987,0.00013004124,8.705472e-05,6.72975e-05,8.381046e-05,0.00011282653,7.551092e-05,0.00038151979,0.00012958553,5.4088887e-05,0.00011385054,0.00016330437,0.00020130909,0.000230068,0.00023569244,7.502125e-05,0.00010001387,0.00019999105,0.00017224051,0.0007652134,6.7806366e-05,0.00010349437,3.014424e-05,0.0001442531,0.00015390762,/m/07rwj10,/m/07rwj10,True
./data/fbank_16k/2-102414-A-17.pt,0.00010997189,6.987433e-05,6.252454e-05,0.0002043419,7.5414595e-05,4.9183695e-05,8.42871e-05,4.4514687e-05,3.1538195e-05,8.87115e-05,8.8875786e-05,0.00015272367,9.740025e-05,9.972971e-05,0.00011883314,0.0004019552,3.8556485e-05,0.9948521,0.00013134301,5.865475e-05,4.1622716e-05,0.00016410691,0.00014510573,3.6814337e-05,0.00010084728,4.3776057e-05,0.00011211074,0.00029882343,4.3688015e-05,0.00062470714,5.6889123e-05,8.258608e-05,0.0001840141,5.345192e-05,8.893837e-05,6.019943e-05,2.4663e-05,8.4256404e-05,5.979969e-05,0.000103203565,8.954808e-05,1.821401e-05,8.626847e-05,4.2379223e-05,0.00010019933,9.064522e-05,0.00016682592,3.3880075e-05,8.6791406e-05,1.51115555e-05,/m/07rwj17,/m/07rwj17,True
./data/fbank_16k/2-102414-B-17.pt,0.00010137759,4.1797168e-05,7.73025e-05,0.00017070532,5.9453476e-05,3.4607245e-05,8.012128e-05,3.208388e-05,2.2168437e-05,6.496363e-05,0.000107449756,0.00012624745,0.00015724146,0.00023198836,0.00017103433,0.00061201834,9.109902e-05,0.9952284,0.00024165453,3.9811464e-05,4.399954e-05,7.479593e-05,7.825274e-05,4.0051567e-05,0.00015665726,5.5660796e-05,3.2124506e-05,0.00019007991,5.0038405e-05,0.0002865149,4.2496777e-05,4.613914e-05,0.00010094914,2.5636476e-05,5.3679683e-05,0.00010482195,3.4306082e-05,7.418605e-05,8.8277004e-05,0.00013890625,8.231477e-05,2.3960834e-05,0.000107701,4.4299617e-05,8.553906e-05,5.509134e-05,8.6485896e-05,2.9648949e-05,6.153608e-05,1.4331786e-05,/m/07rwj17,/m/07rwj17,True
./data/fbank_16k/2-102414-C-17.pt,0.00012664193,7.2605435e-05,8.8848836e-05,0.00026530016,9.319806e-05,0.00011127795,0.00012081504,7.456314e-05,3.976697e-05,0.00021871124,0.00012081665,0.0008347455,0.00014918468,0.00016971439,0.00019244404,0.0009886263,7.511743e-05,0.9915208,0.000359921,0.00016943671,6.640706e-05,8.751032e-05,0.00036428502,3.9589308e-05,0.00025355397,0.00011032967,7.3050425e-05,0.00039516302,6.112707e-05,0.00074610766,6.85629e-05,9.822943e-05,0.00023502116,6.507539e-05,9.37867e-05,5.0858747e-05,7.287862e-05,0.00012336746,6.298644e-05,0.00012417103,9.49039e-05,4.021325e-05,0.00015781284,6.970786e-05,0.000115720475,8.097373e-05,0.00023346682,9.038426e-05,0.00012067617,1.1469281e-05,/m/07rwj17,/m/07rwj17,True
./data/fbank_16k/2-102414-D-17.pt,0.00015549372,4.912928e-05,9.827033e-05,0.00026947274,0.00012719464,8.813675e-05,0.0001859925,4.3716285e-05,6.170313e-05,7.9631456e-05,5.3679516e-05,0.00017398866,0.000106953376,0.00020504765,0.00034597339,0.0021137658,0.000102698854,0.9913803,0.00036246981,7.927986e-05,9.432187e-05,0.00017506168,0.000105360414,9.2626135e-05,0.00016347466,9.6655385e-05,8.986473e-05,0.00031509873,9.665557e-05,0.00076755683,7.7299905e-05,0.0001386312,9.9420075e-05,5.2115323e-05,0.00014618598,0.00010865153,4.4509863e-05,6.716066e-05,7.6602366e-05,0.00026186282,0.0001469395,3.1590014e-05,0.00011794305,4.064211e-05,0.00010257355,8.2049686e-05,0.00013256395,7.070589e-05,9.800723e-05,2.4941566e-05,/m/07rwj17,/m/07rwj17,True
./data/fbank_16k/2-102414-E-17.pt,0.00025072673,0.00015781033,0.00037902695,0.00029257458,9.752332e-05,0.00016556574,0.00024092455,0.00012414395,6.738604e-05,0.00014353947,0.00011460608,0.0006664173,0.00030732193,0.00013198504,0.00021032018,0.000700246,6.148133e-05,0.9867338,0.0010217818,0.0001673025,0.0001504308,0.00012606864,0.00020492467,3.618598e-05,0.00011191452,0.000117805896,0.00015473083,0.00034496997,0.00015324513,0.003923286,0.00011580144,9.6093994e-05,7.581657e-05,0.00018266747,9.7185e-05,9.1398e-05,3.5021818e-05,0.00019907986,5.816202e-05,0.00020487444,0.0003633877,4.5800287e-05,0.00019259339,4.5307428e-05,0.00014252978,0.000105922976,0.0003568274,9.240961e-05,0.000114603245,2.6452828e-05,/m/07rwj17,/m/07rwj17,True
./data/fbank_16k/2-102414-F-17.pt,0.00012331239,5.770377e-05,0.00016187389,0.00010293434,8.645996e-05,7.6713615e-05,0.00016117978,6.343669e-05,3.7481437e-05,0.00010273173,6.524585e-05,0.00014666056,0.00017172525,9.0492926e-05,0.00015136934,0.0010212843,4.100048e-05,0.99237317,0.00064023654,5.9280705e-05,6.8430294e-05,0.00013611144,0.00013003696,4.554434e-05,0.00014243339,9.969471e-05,9.957974e-05,0.00024176782,8.2303966e-05,0.0015592037,4.0600175e-05,6.974823e-05,6.99484e-05,5.5345718e-05,6.099699e-05,0.00011166833,1.7575778e-05,8.285999e-05,5.20225e-05,0.000230377,0.00012890609,3.523911e-05,0.00014244113,3.0140429e-05,0.00014219955,6.858389e-05,0.0001730835,3.188149e-05,0.00010241859,1.45239255e-05,/m/07rwj17,/m/07rwj17,True
./data/fbank_16k/2-102414-G-17.pt,0.00016650218,0.00016757635,0.00018805286,0.00021521907,9.454683e-05,0.00010290078,0.00019078887,9.7219396e-05,5.320811e-05,0.00021408663,9.533409e-05,0.0012177897,0.00022311987,0.00024245871,0.00023813311,0.0014018243,9.098361e-05,0.98955053,0.0006070452,0.00014654931,0.0001082107,8.416069e-05,0.00029088635,7.8916564e-05,0.0001991995,9.887166e-05,0.00011513312,0.00019251772,4.4371187e-05,0.0013619309,0.00010977712,0.00012846859,0.00011330212,8.086263e-05,9.2127055e-05,4.71364e-05,4.257071e-05,0.00014421139,4.2713615e-05,0.00019923142,0.00023994657,5.008417e-05,0.00012177948,6.824008e-05,0.00011023336,0.000106172585,0.00019647682,6.541764e-05,0.00014302324,2.0190417e-05,/m/07rwj17,/m/07rwj17,True
